ticket_id,opened_at,category,priority,site,asset_id,reported_by,text,gt_entities,data_status
TKT00249,2019-04-22 21:07:00,instrumentation,P3,HQ-WHK,AST-0040,cont007,GPS tracker on the HQ-WHK light vehicle fleet dropping position fixes; firmware update pending.,site=HQ-WHK,SYNTHETIC
TKT00222,2019-04-22 22:33:00,access_request,P3,PORT-WVB,AST-0112,mine095,Account mine095 requests privilege elevation on AST-0112 to complete firmware maintenance.,asset=AST-0112|user=mine095,SYNTHETIC
TKT00122,2019-04-22 22:46:00,mechanical,P2,PIT-B,AST-0019,it059,"Haul truck hydraulic leak reported by operator at PIT-B. Unit removed from service, no network impact to AST-0019.",asset=AST-0019|site=PIT-B,SYNTHETIC
TKT00313,2019-04-22 23:07:00,mechanical,P3,CAMP-01,AST-0041,main030,Pump seal failure at the CAMP-01 dewatering station. Standby pump started automatically.,site=CAMP-01,SYNTHETIC
TKT00231,2019-04-22 23:25:00,instrumentation,P3,TAILINGS-01,AST-0022,main037,GPS tracker on the TAILINGS-01 light vehicle fleet dropping position fixes; firmware update pending.,site=TAILINGS-01,SYNTHETIC
TKT00106,2019-04-23 01:20:00,access_request,P3,CAMP-01,AST-0023,it061,Offboarding: disable account it061 and revoke remote access tokens issued for CAMP-01.,site=CAMP-01|user=it061,SYNTHETIC
TKT00199,2019-04-23 03:37:00,access_request,P1,PLANT-01,AST-0182,main032,Account main032 requests privilege elevation on AST-0182 to complete firmware maintenance.,asset=AST-0182|user=main032,SYNTHETIC
TKT00145,2019-04-23 03:42:00,security_incident,P2,PIT-B,AST-0123,cont025,Antivirus on the engineering workstation flagged TRITON after a contractor connected a USB drive at PIT-B. Machine isolated from the OT network for imaging.,malware=TRITON|site=PIT-B,SYNTHETIC
TKT00083,2019-04-23 04:12:00,mechanical,P2,WORKSHOP-01,AST-0171,mine099,Crusher liner wear beyond limit at WORKSHOP-01. Production rate reduced until the liner is replaced.,site=WORKSHOP-01,SYNTHETIC
TKT00057,2019-04-23 07:06:00,network_fault,P4,HQ-WHK,AST-0130,main028,Firewall rule change blocked DNP3 polling to AST-0130; control room lost trend data until the rule was reverted.,asset=AST-0130|proto=DNP3,SYNTHETIC
TKT00143,2019-04-23 14:45:00,network_fault,P3,PORT-WVB,AST-0176,mine095,DHCP exhaustion at PORT-WVB; new devices cannot obtain an address. Affected range includes 148.0.235.72.,ip=148.0.235.72|site=PORT-WVB,SYNTHETIC
TKT00205,2019-04-23 16:26:00,network_fault,P3,HQ-WHK,AST-0084,it059,"High latency on the HQ-WHK microwave backhaul. Telemetry from AST-0084 arriving late, historian shows gaps of several minutes.",asset=AST-0084|site=HQ-WHK,SYNTHETIC
TKT00088,2019-04-23 17:22:00,security_incident,P3,PORT-WVB,AST-0031,mine098,Antivirus on the engineering workstation flagged Industroyer after a contractor connected a USB drive at PORT-WVB. Machine isolated from the OT network for imaging.,malware=Industroyer|site=PORT-WVB,SYNTHETIC
TKT00127,2019-04-23 17:49:00,security_incident,P2,TAILINGS-01,AST-0017,cont004,Antivirus on the engineering workstation flagged Industroyer after a contractor connected a USB drive at TAILINGS-01. Machine isolated from the OT network for imaging.,malware=Industroyer|site=TAILINGS-01,SYNTHETIC
TKT00161,2019-04-23 18:33:00,instrumentation,P2,CAMP-01,AST-0135,cont087,"Sensor AST-0135 at CAMP-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",asset=AST-0135|site=CAMP-01,SYNTHETIC
TKT00164,2019-04-23 18:40:00,security_incident,P2,PORT-WVB,AST-0110,mine102,Repeated failed remote logins for account mine102 from 143.215.38.78 against the fleet management portal on AST-0110. SOC asked to review; account temporarily disabled pending confirmation.,asset=AST-0110|ip=143.215.38.78|target=fleet management portal|user=mine102,SYNTHETIC
TKT00175,2019-04-23 23:41:00,instrumentation,P4,PORT-WVB,AST-0167,main049,"Sensor AST-0167 at PORT-WVB reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",asset=AST-0167|site=PORT-WVB,SYNTHETIC
TKT00039,2019-04-24 00:47:00,instrumentation,P4,WORKSHOP-01,AST-0178,cont026,GPS tracker on the WORKSHOP-01 light vehicle fleet dropping position fixes; firmware update pending.,site=WORKSHOP-01,SYNTHETIC
TKT00025,2019-04-24 07:21:00,access_request,P3,TAILINGS-01,AST-0176,main031,Request to open HTTPS from the vendor network to AST-0176 for diagnostics. Security review required before the rule is added.,asset=AST-0176|proto=HTTPS,SYNTHETIC
TKT00271,2019-04-24 07:42:00,network_fault,P3,PLANT-01,AST-0050,vend074,DHCP exhaustion at PLANT-01; new devices cannot obtain an address. Affected range includes 98.149.191.217.,ip=98.149.191.217|site=PLANT-01,SYNTHETIC
TKT00294,2019-04-24 09:58:00,mechanical,P4,PIT-B,AST-0174,main050,Conveyor drive bearing at PIT-B running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,site=PIT-B,SYNTHETIC
TKT00082,2019-04-24 10:14:00,network_fault,P3,HQ-WHK,AST-0116,vend076,DHCP exhaustion at HQ-WHK; new devices cannot obtain an address. Affected range includes 210.92.96.235.,ip=210.92.96.235|site=HQ-WHK,SYNTHETIC
TKT00162,2019-04-24 11:20:00,access_request,P1,PORT-WVB,AST-0054,it060,Account it060 requests privilege elevation on AST-0054 to complete firmware maintenance.,asset=AST-0054|user=it060,SYNTHETIC
TKT00268,2019-04-24 11:37:00,mechanical,P3,TAILINGS-01,AST-0105,mine101,"Haul truck hydraulic leak reported by operator at TAILINGS-01. Unit removed from service, no network impact to AST-0105.",asset=AST-0105|site=TAILINGS-01,SYNTHETIC
TKT00301,2019-04-24 14:11:00,instrumentation,P3,PIT-B,AST-0115,main039,Modbus register map on AST-0115 does not match the documented configuration after a vendor visit.,asset=AST-0115,SYNTHETIC
TKT00181,2019-04-24 15:09:00,mechanical,P3,PORT-WVB,AST-0125,cont019,Pump seal failure at the PORT-WVB dewatering station. Standby pump started automatically.,site=PORT-WVB,SYNTHETIC
TKT00060,2019-04-24 15:55:00,instrumentation,P3,PIT-A,AST-0145,cont022,"Sensor AST-0145 at PIT-A reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",asset=AST-0145|site=PIT-A,SYNTHETIC
TKT00150,2019-04-24 16:31:00,mechanical,P2,HQ-WHK,AST-0105,cont079,"Haul truck hydraulic leak reported by operator at HQ-WHK. Unit removed from service, no network impact to AST-0105.",asset=AST-0105|site=HQ-WHK,SYNTHETIC
TKT00027,2019-04-24 19:58:00,instrumentation,P3,PLANT-01,AST-0071,main032,Thermostat on AST-0071 drifting by several degrees against the reference probe. Scheduled for recalibration.,asset=AST-0071,SYNTHETIC
TKT00063,2019-04-24 21:47:00,security_incident,P4,WORKSHOP-01,AST-0032,mine100,Antivirus on the engineering workstation flagged Conficker after a contractor connected a USB drive at WORKSHOP-01. Machine isolated from the OT network for imaging.,malware=Conficker|site=WORKSHOP-01,SYNTHETIC
TKT00308,2019-04-24 22:57:00,mechanical,P3,PLANT-01,AST-0180,mine091,"Haul truck hydraulic leak reported by operator at PLANT-01. Unit removed from service, no network impact to AST-0180.",asset=AST-0180|site=PLANT-01,SYNTHETIC
TKT00035,2019-04-25 00:16:00,security_incident,P1,PIT-A,AST-0186,cont080,Antivirus on the engineering workstation flagged Industroyer after a contractor connected a USB drive at PIT-A. Machine isolated from the OT network for imaging.,malware=Industroyer|site=PIT-A,SYNTHETIC
TKT00056,2019-04-25 00:50:00,security_incident,P3,PIT-A,AST-0157,main043,Unusual SNMP traffic observed from AST-0157 at PIT-A towards 159.119.162.245. Volume far above the normal baseline for this device. Suspected scanning activity.,asset=AST-0157|ip=159.119.162.245|proto=SNMP|site=PIT-A,SYNTHETIC
TKT00159,2019-04-25 01:16:00,access_request,P2,CAMP-01,AST-0165,mine091,Request to open Modbus/TCP from the vendor network to AST-0165 for diagnostics. Security review required before the rule is added.,asset=AST-0165|proto=Modbus/TCP,SYNTHETIC
TKT00200,2019-04-25 01:24:00,access_request,P2,TAILINGS-01,AST-0135,cont013,Offboarding: disable account cont013 and revoke remote access tokens issued for TAILINGS-01.,site=TAILINGS-01|user=cont013,SYNTHETIC
TKT00274,2019-04-25 06:09:00,access_request,P1,HQ-WHK,AST-0164,cont010,Offboarding: disable account cont010 and revoke remote access tokens issued for HQ-WHK.,site=HQ-WHK|user=cont010,SYNTHETIC
TKT00254,2019-04-25 06:38:00,security_incident,P4,CAMP-01,AST-0117,it066,Repeated failed remote logins for account it066 from 156.220.114.190 against the historian on AST-0117. SOC asked to review; account temporarily disabled pending confirmation.,asset=AST-0117|ip=156.220.114.190|target=historian|user=it066,SYNTHETIC
TKT00129,2019-04-25 08:50:00,security_incident,P2,PIT-A,AST-0171,it063,Possible credential sharing: the same account it063 authenticated from 188.85.212.235 and a second address within a few minutes. Access review requested for PIT-A.,ip=188.85.212.235|site=PIT-A|user=it063,SYNTHETIC
TKT00140,2019-04-25 10:11:00,security_incident,P3,TAILINGS-01,AST-0112,ot051,Vendor account ot051 logged into the OT jump host outside the approved maintenance window and opened the fleet management portal. No change ticket exists for this work.,target=fleet management portal|user=ot051,SYNTHETIC
TKT00134,2019-04-25 10:35:00,mechanical,P2,PORT-WVB,AST-0004,mine103,Conveyor drive bearing at PORT-WVB running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,site=PORT-WVB,SYNTHETIC
TKT00030,2019-04-25 13:32:00,security_incident,P4,HQ-WHK,AST-0123,it067,Antivirus on the engineering workstation flagged Emotet after a contractor connected a USB drive at HQ-WHK. Machine isolated from the OT network for imaging.,malware=Emotet|site=HQ-WHK,SYNTHETIC
TKT00078,2019-04-25 14:48:00,mechanical,P4,WORKSHOP-01,AST-0089,supe105,Pump seal failure at the WORKSHOP-01 dewatering station. Standby pump started automatically.,site=WORKSHOP-01,SYNTHETIC
TKT00183,2019-04-25 16:25:00,security_incident,P3,HQ-WHK,AST-0149,it064,Vendor account it064 logged into the OT jump host outside the approved maintenance window and opened the CCTV recorder. No change ticket exists for this work.,target=CCTV recorder|user=it064,SYNTHETIC
TKT00029,2019-04-25 18:47:00,network_fault,P2,PIT-A,AST-0131,cont089,Firewall rule change blocked RDP polling to AST-0131; control room lost trend data until the rule was reverted.,asset=AST-0131|proto=RDP,SYNTHETIC
TKT00136,2019-04-26 01:55:00,security_incident,P2,CAMP-01,AST-0192,mine094,Vendor account mine094 logged into the OT jump host outside the approved maintenance window and opened the SCADA HMI. No change ticket exists for this work.,target=SCADA HMI|user=mine094,SYNTHETIC
TKT00207,2019-04-26 05:48:00,security_incident,P4,CAMP-01,AST-0128,main047,Vendor account main047 logged into the OT jump host outside the approved maintenance window and opened the PLC engineering workstation. No change ticket exists for this work.,target=PLC engineering workstation|user=main047,SYNTHETIC
TKT00267,2019-04-26 06:13:00,mechanical,P3,CAMP-01,AST-0014,vend074,"Haul truck hydraulic leak reported by operator at CAMP-01. Unit removed from service, no network impact to AST-0014.",asset=AST-0014|site=CAMP-01,SYNTHETIC
TKT00197,2019-04-26 07:33:00,mechanical,P3,PLANT-01,AST-0136,cont020,Crusher liner wear beyond limit at PLANT-01. Production rate reduced until the liner is replaced.,site=PLANT-01,SYNTHETIC
TKT00278,2019-04-26 15:21:00,instrumentation,P3,PORT-WVB,AST-0114,main031,"Sensor AST-0114 at PORT-WVB reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",asset=AST-0114|site=PORT-WVB,SYNTHETIC
TKT00259,2019-04-26 15:45:00,mechanical,P3,PLANT-01,AST-0092,main029,Pump seal failure at the PLANT-01 dewatering station. Standby pump started automatically.,site=PLANT-01,SYNTHETIC
TKT00169,2019-04-26 16:20:00,instrumentation,P4,TAILINGS-01,AST-0163,vend076,GPS tracker on the TAILINGS-01 light vehicle fleet dropping position fixes; firmware update pending.,site=TAILINGS-01,SYNTHETIC
TKT00108,2019-04-26 18:47:00,instrumentation,P4,PIT-A,AST-0035,mine090,Modbus register map on AST-0035 does not match the documented configuration after a vendor visit.,asset=AST-0035,SYNTHETIC
TKT00287,2019-04-26 20:47:00,network_fault,P3,PIT-A,AST-0138,main050,"High latency on the PIT-A microwave backhaul. Telemetry from AST-0138 arriving late, historian shows gaps of several minutes.",asset=AST-0138|site=PIT-A,SYNTHETIC
TKT00167,2019-04-27 07:44:00,network_fault,P3,WORKSHOP-01,AST-0184,vend075,DHCP exhaustion at WORKSHOP-01; new devices cannot obtain an address. Affected range includes 201.222.248.218.,ip=201.222.248.218|site=WORKSHOP-01,SYNTHETIC
TKT00194,2019-04-27 12:25:00,security_incident,P4,PLANT-01,AST-0102,mine101,Repeated failed remote logins for account mine101 from 78.169.242.66 against the SCADA HMI on AST-0102. SOC asked to review; account temporarily disabled pending confirmation.,asset=AST-0102|ip=78.169.242.66|target=SCADA HMI|user=mine101,SYNTHETIC
TKT00100,2019-04-27 14:10:00,network_fault,P2,TAILINGS-01,AST-0148,main034,Intermittent link loss between the TAILINGS-01 radio bridge and the core switch. SNMP sessions from AST-0148 time out during the fault window.,asset=AST-0148|proto=SNMP|site=TAILINGS-01,SYNTHETIC
TKT00022,2019-04-27 17:22:00,mechanical,P3,PIT-B,AST-0012,cont012,"Haul truck hydraulic leak reported by operator at PIT-B. Unit removed from service, no network impact to AST-0012.",asset=AST-0012|site=PIT-B,SYNTHETIC
TKT00090,2019-04-27 18:36:00,mechanical,P4,PLANT-01,AST-0023,main048,Pump seal failure at the PLANT-01 dewatering station. Standby pump started automatically.,site=PLANT-01,SYNTHETIC
TKT00142,2019-04-27 20:36:00,mechanical,P1,TAILINGS-01,AST-0061,mine099,"Haul truck hydraulic leak reported by operator at TAILINGS-01. Unit removed from service, no network impact to AST-0061.",asset=AST-0061|site=TAILINGS-01,SYNTHETIC
TKT00262,2019-04-28 00:26:00,network_fault,P3,HQ-WHK,AST-0099,cont009,Firewall rule change blocked HTTPS polling to AST-0099; control room lost trend data until the rule was reverted.,asset=AST-0099|proto=HTTPS,SYNTHETIC
TKT00097,2019-04-28 01:28:00,network_fault,P3,PORT-WVB,AST-0050,cont083,Intermittent link loss between the PORT-WVB radio bridge and the core switch. HTTPS sessions from AST-0050 time out during the fault window.,asset=AST-0050|proto=HTTPS|site=PORT-WVB,SYNTHETIC
TKT00233,2019-04-28 05:01:00,security_incident,P3,WORKSHOP-01,AST-0087,cont081,Vendor account cont081 logged into the OT jump host outside the approved maintenance window and opened the maintenance portal. No change ticket exists for this work.,target=maintenance portal|user=cont081,SYNTHETIC
TKT00130,2019-04-28 05:08:00,instrumentation,P3,WORKSHOP-01,AST-0058,cont003,Modbus register map on AST-0058 does not match the documented configuration after a vendor visit.,asset=AST-0058,SYNTHETIC
TKT00210,2019-04-28 07:48:00,network_fault,P3,PORT-WVB,AST-0076,cont088,Firewall rule change blocked RDP polling to AST-0076; control room lost trend data until the rule was reverted.,asset=AST-0076|proto=RDP,SYNTHETIC
TKT00192,2019-04-28 15:27:00,instrumentation,P3,PIT-A,AST-0039,ot056,GPS tracker on the PIT-A light vehicle fleet dropping position fixes; firmware update pending.,site=PIT-A,SYNTHETIC
TKT00139,2019-04-28 17:36:00,instrumentation,P2,TAILINGS-01,AST-0161,it061,Thermostat on AST-0161 drifting by several degrees against the reference probe. Scheduled for recalibration.,asset=AST-0161,SYNTHETIC
TKT00243,2019-04-28 23:37:00,network_fault,P4,PIT-B,AST-0021,it060,"High latency on the PIT-B microwave backhaul. Telemetry from AST-0021 arriving late, historian shows gaps of several minutes.",asset=AST-0021|site=PIT-B,SYNTHETIC
TKT00253,2019-04-29 00:54:00,security_incident,P2,PIT-B,AST-0180,cont003,Repeated failed remote logins for account cont003 from 182.30.242.22 against the SCADA HMI on AST-0180. SOC asked to review; account temporarily disabled pending confirmation.,asset=AST-0180|ip=182.30.242.22|target=SCADA HMI|user=cont003,SYNTHETIC
TKT00042,2019-04-29 02:56:00,network_fault,P4,TAILINGS-01,AST-0162,main027,DHCP exhaustion at TAILINGS-01; new devices cannot obtain an address. Affected range includes 14.155.135.171.,ip=14.155.135.171|site=TAILINGS-01,SYNTHETIC
TKT00070,2019-04-29 03:10:00,security_incident,P3,HQ-WHK,AST-0179,supe112,Unusual MQTT traffic observed from AST-0179 at HQ-WHK towards 183.118.231.202. Volume far above the normal baseline for this device. Suspected scanning activity.,asset=AST-0179|ip=183.118.231.202|proto=MQTT|site=HQ-WHK,SYNTHETIC
TKT00240,2019-04-29 04:14:00,network_fault,P3,PIT-A,AST-0161,cont080,"High latency on the PIT-A microwave backhaul. Telemetry from AST-0161 arriving late, historian shows gaps of several minutes.",asset=AST-0161|site=PIT-A,SYNTHETIC
TKT00293,2019-04-29 05:28:00,mechanical,P2,TAILINGS-01,AST-0174,ot051,Crusher liner wear beyond limit at TAILINGS-01. Production rate reduced until the liner is replaced.,site=TAILINGS-01,SYNTHETIC
TKT00101,2019-04-29 18:07:00,access_request,P2,HQ-WHK,AST-0042,mine100,Request to open SNMP from the vendor network to AST-0042 for diagnostics. Security review required before the rule is added.,asset=AST-0042|proto=SNMP,SYNTHETIC
TKT00032,2019-04-29 20:27:00,mechanical,P2,PLANT-01,AST-0091,it064,"Haul truck hydraulic leak reported by operator at PLANT-01. Unit removed from service, no network impact to AST-0091.",asset=AST-0091|site=PLANT-01,SYNTHETIC
TKT00123,2019-04-30 01:38:00,mechanical,P2,WORKSHOP-01,AST-0102,cont081,Conveyor drive bearing at WORKSHOP-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,site=WORKSHOP-01,SYNTHETIC
TKT00055,2019-04-30 08:20:00,security_incident,P3,CAMP-01,AST-0193,cont013,Vendor account cont013 logged into the OT jump host outside the approved maintenance window and opened the historian. No change ticket exists for this work.,target=historian|user=cont013,SYNTHETIC
TKT00131,2019-04-30 08:30:00,access_request,P3,CAMP-01,AST-0174,main048,Contractor main048 requires temporary remote access to the fleet management portal at CAMP-01 for a commissioning task. Approval and MFA enrolment required before access is granted.,site=CAMP-01|target=fleet management portal|user=main048,SYNTHETIC
TKT00037,2019-04-30 10:45:00,access_request,P4,PIT-A,AST-0089,it061,Request to open RDP from the vendor network to AST-0089 for diagnostics. Security review required before the rule is added.,asset=AST-0089|proto=RDP,SYNTHETIC
TKT00040,2019-04-30 17:33:00,instrumentation,P4,PORT-WVB,AST-0043,main028,Thermostat on AST-0043 drifting by several degrees against the reference probe. Scheduled for recalibration.,asset=AST-0043,SYNTHETIC
TKT00292,2019-04-30 18:36:00,instrumentation,P4,CAMP-01,AST-0140,cont018,Thermostat on AST-0140 drifting by several degrees against the reference probe. Scheduled for recalibration.,asset=AST-0140,SYNTHETIC
TKT00165,2019-04-30 19:30:00,network_fault,P3,PLANT-01,AST-0158,mine091,Intermittent link loss between the PLANT-01 radio bridge and the core switch. DNP3 sessions from AST-0158 time out during the fault window.,asset=AST-0158|proto=DNP3|site=PLANT-01,SYNTHETIC
